"","subject","question","sheet","order","rating","Q19","Q20","Q21","Q22","Q23","Q24","Q25","Q26","sentence","type","guise"
"9212","11","92","5","Cylinder_Human_Furhat",5,"20","female","English","None","English","20","Other","I'm curious about its findings","Some clothes are expensive.","TS","Cylinder"
"9213","11","93","5","Cylinder_Human_Furhat",5,"20","female","English","None","English","20","Other","I'm curious about its findings","Some houses are blue.","TS","Cylinder"
"9214","11","94","5","Cylinder_Human_Furhat",5,"20","female","English","None","English","20","Other","I'm curious about its findings","Some men carry briefcases.","TS","Cylinder"
"9215","11","95","5","Cylinder_Human_Furhat",5,"20","female","English","None","English","20","Other","I'm curious about its findings","Some singers are popular.","TS","Cylinder"
"9216","11","96","5","Cylinder_Human_Furhat",5,"20","female","English","None","English","20","Other","I'm curious about its findings","Some Europeans have motorcycles.","TS","Cylinder"
"9217","11","97","5","Cylinder_Human_Furhat",5,"20","female","English","None","English","20","Other","I'm curious about its findings","Some beaches are public.","TS","Cylinder"
"9218","11","98","5","Cylinder_Human_Furhat",5,"20","female","English","None","English","20","Other","I'm curious about its findings","Some foods are allergens.","TS","Cylinder"
"9219","11","99","5","Cylinder_Human_Furhat",5,"20","female","English","None","English","20","Other","I'm curious about its findings","Some birds can fly.","TS","Cylinder"
"9221","11","101","5","Cylinder_Human_Furhat",3,"20","female","English","None","English","20","Other","I'm curious about its findings","All pumpkins have seeds.","TA","Cylinder"
"9222","11","102","5","Cylinder_Human_Furhat",5,"20","female","English","None","English","20","Other","I'm curious about its findings","All atoms are small.","TA","Cylinder"
"9223","11","103","5","Cylinder_Human_Furhat",4,"20","female","English","None","English","20","Other","I'm curious about its findings","All elephants have trunks.","TA","Cylinder"
"9224","11","104","5","Cylinder_Human_Furhat",3,"20","female","English","None","English","20","Other","I'm curious about its findings","All watermelons are red inside.","TA","Cylinder"
"9225","11","105","5","Cylinder_Human_Furhat",3,"20","female","English","None","English","20","Other","I'm curious about its findings","All chameleons have skin that changes color.","TA","Cylinder"
"9226","11","106","5","Cylinder_Human_Furhat",4,"20","female","English","None","English","20","Other","I'm curious about its findings","All colleges have requirements for admission.","TA","Cylinder"
"9227","11","107","5","Cylinder_Human_Furhat",5,"20","female","English","None","English","20","Other","I'm curious about its findings","All dentists recommend cleaning your teeth.","TA","Cylinder"
"9228","11","108","5","Cylinder_Human_Furhat",2,"20","female","English","None","English","20","Other","I'm curious about its findings","All chocolate is candy.","TA","Cylinder"
"9229","11","109","5","Cylinder_Human_Furhat",5,"20","female","English","None","English","20","Other","I'm curious about its findings","All houses have rooms.","TA","Cylinder"
"9230","11","110","5","Cylinder_Human_Furhat",4,"20","female","English","None","English","20","Other","I'm curious about its findings","All apes have opposable thumbs.","TA","Cylinder"
"9231","11","111","5","Cylinder_Human_Furhat",2,"20","female","English","None","English","20","Other","I'm curious about its findings","All families have twins.","FA","Cylinder"
"9232","11","112","5","Cylinder_Human_Furhat",2,"20","female","English","None","English","20","Other","I'm curious about its findings","All animals are domesticated.","FA","Cylinder"
"9233","11","113","5","Cylinder_Human_Furhat",2,"20","female","English","None","English","20","Other","I'm curious about its findings","All magazines have gossip.","FA","Cylinder"
"9234","11","114","5","Cylinder_Human_Furhat",2,"20","female","English","None","English","20","Other","I'm curious about its findings","All shirts have long sleeves.","FA","Cylinder"
"9235","11","115","5","Cylinder_Human_Furhat",2,"20","female","English","None","English","20","Other","I'm curious about its findings","All bands play jazz.","FA","Cylinder"
"9236","11","116","5","Cylinder_Human_Furhat",3,"20","female","English","None","English","20","Other","I'm curious about its findings","All windows have curtains.","FA","Cylinder"
"9237","11","117","5","Cylinder_Human_Furhat",2,"20","female","English","None","English","20","Other","I'm curious about its findings","All judges carry purses.","FA","Cylinder"
"9238","11","118","5","Cylinder_Human_Furhat",2,"20","female","English","None","English","20","Other","I'm curious about its findings","All pizzas have meat.","FA","Cylinder"
"9239","11","119","5","Cylinder_Human_Furhat",2,"20","female","English","None","English","20","Other","I'm curious about its findings","All textbooks have equations.","FA","Cylinder"
"9240","11","120","5","Cylinder_Human_Furhat",2,"20","female","English","None","English","20","Other","I'm curious about its findings","All bottles are glass.","FA","Cylinder"
"4561","12","1","3","Furhat_Human_Cylinder",4,"18","male","English","None","English","18","PC","Interesting, I may see what nuances there were in the statements but to be honest I am not sure at all. ","Some cats are mammals.","UI","Human"
"4562","12","2","3","Furhat_Human_Cylinder",4,"18","male","English","None","English","18","PC","Interesting, I may see what nuances there were in the statements but to be honest I am not sure at all. ","Some frogs are amphibians.","UI","Human"
"4564","12","4","3","Furhat_Human_Cylinder",5,"18","male","English","None","English","18","PC","Interesting, I may see what nuances there were in the statements but to be honest I am not sure at all. ","Some spoons are eating utensils.","UI","Human"
"4565","12","5","3","Furhat_Human_Cylinder",4,"18","male","English","None","English","18","PC","Interesting, I may see what nuances there were in the statements but to be honest I am not sure at all. ","Some sailboats have sails.","UI","Human"
"4567","12","7","3","Furhat_Human_Cylinder",4,"18","male","English","None","English","18","PC","Interesting, I may see what nuances there were in the statements but to be honest I am not sure at all. ","Some firemen extinguish fires.","UI","Human"
"4568","12","8","3","Furhat_Human_Cylinder",4,"18","male","English","None","English","18","PC","Interesting, I may see what nuances there were in the statements but to be honest I am not sure at all. ","Some cars have wheels.","UI","Human"
"4570","12","10","3","Furhat_Human_Cylinder",1,"18","male","English","None","English","18","PC","Interesting, I may see what nuances there were in the statements but to be honest I am not sure at all. ","Some triangles have three sides.","UI","Human"
"4572","12","12","3","Furhat_Human_Cylinder",4,"18","male","English","None","English","18","PC","Interesting, I may see what nuances there were in the statements but to be honest I am not sure at all. ","Some women wear dresses.","TS","Human"
"4573","12","13","3","Furhat_Human_Cylinder",4,"18","male","English","None","English","18","PC","Interesting, I may see what nuances there were in the statements but to be honest I am not sure at all. ","Some runners use treadmills.","TS","Human"
"4574","12","14","3","Furhat_Human_Cylinder",4,"18","male","English","None","English","18","PC","Interesting, I may see what nuances there were in the statements but to be honest I am not sure at all. ","Some farmers raise cows.","TS","Human"
